,class,tweet
2590,0,its funny how just one cut could make you feel more better an entire bottle of prozac/fluoxetine
2591,0,@melissadee_ i do 2 per week - method and enbrel and its nothing.
2592,0,@ettube @davidjuurlink did you know that pts on dabigatran in re-ly had increased rate myocardial ischemia? interested in postmarketing data
2593,0,"#fda has approved paroxetine (ssri), to treat moderate to severe hot flashes associated with menopause."
2594,0,accidentally asphyxiating yourself trying to suck a throat lozenge when you have a stuffed nose. #that
2595,1,losing it. could not remember the word power strip. wonder which drug is doing this memory lapse thing. my guess the cymbalta. #helps
2597,1,dreamt i was squirting acid at wood lice - i woke screaming when they came at me. i do hope the dreams are the #venlafaxine withdrawal.
2600,0,rt @gabbyelle0: i'm in desperate need of a throat lozenge.
2601,0,"@culturalsavage can i ask what you're switching from/to? i've had to come off effexor twice over the years, and it's the absolute pits."
2602,1,"@crohnietweets i found the humira to fix all my crohn's issues, but cause other issues. i went off it due to issues w nerves/muscle spasms"
2604,1,"@tete_floue yeah, i couldn't function without sleep so i understand. with fluoxetine, im not sleeping as well, but still sleeping x"
2605,0,"wow ""@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac."""
2606,1,all i have done today is sleep. and i still need to sleep more. this is a welcome change. #quetiapine
2607,1,another night of 'light' sleep. feel low. subdued. sad.  #venlafaxine #day12
2611,0,@bajeenasaori *offers you a throat lozenge before going to make porridge*
2612,1,"well. i abruptly stopped taking lamotrigine (lamictal), and that is why i am having the pain and weakness. possible seizure. oops."
2615,0,"@natkayb good luck, i sincerely hope humira does wonders for you! the pen isn't all that bad either, injections just part of weekly routine?"
2616,0,"rt @jphaddadio: the commercial said enbrel can cure your plaque psoriasis and the only side effects are cancer, hepatitis b and multiple sc�"
2617,0,in esc 2012 #afib focused update dronedarone not recommended in #heartfail &amp; recommended second to sotalol in #chd - john camm #ehraeuropace
2618,1,@jennabear32819 have to go to a doc now to see why i'm still gaining. stupid paxil made me gain like 50 pounds ?? and now i have to lose it
2620,0,i hope this annual cipro diet tradition doesn�t become a tradit� damnit.
2621,0,"the sultry, smug, douchy voice of joe buck. would you like a throat lozenge? #baseballnightinamerica #redsox #angels"
2622,1,if i become high i will not increase the lamotrigine as this will fuel the sleep problems
2623,0,bananas contain a natural chemical that can make a person happy - the same chemical found in prozac. (via @uberfacts)
2624,1,off of my metoprolol medication!! hopefully i won't be so depressed anymore! #thankyoujesus
2625,0,"@zbmtwo i was taking seroquel off label, bad side effects, stopped taking it."
2626,1,the #zombieapocalypse will stem from paxil w/d symptoms. mark my words.
2627,0,are you like on paxil or something ? because you haven't had a meltdown and you don't get worked up anymore
2628,1,"wellbutrin, zyprexa, xanax, effexor, lamotrigine, valium. every day. i'm not even a person anymore. i'm a parody of an actual human being."
2629,1,why seroquel can make me put on 20 over kg: it acts like an insulin blocker or something.
2631,1,"rivaroxaban diary day 25 muscle &amp; back pains were due to being on rvxbn for 10 days, on it + losartan for 8 days, + losartan only for 4 days"
2633,0,"stand down, tweeps! stand down! i did it wrong (thanks to @marrije for catching it) - doc gave me trazodone, not tramodol."
2634,0,rt @da_waviest420: @huntermoore #confessionsofaratchet gave everyone at some out of town party seroquel and waited till they passed out the�
2635,1,i'm sick so i had a difflam lozenge and now my tongue is numb and i'm on tv aaahhhhhh
2636,1,@spooniescouch @joodamsmith @seal_kim @sapril880 ant take anti seizure meds or anti depressants and cymbalta and savella made me very sick:(
2637,0,"hahaha everyone's flippin out cus it's ""no tobacco day"" from today til 2nd june. gonna have nicotine deprived crazies in the streets today"
2638,1,"@angel_long @princessdolly85 cipro crippled me. you should also stay away from all other antibiotics in the same class (levaquin, avelox...)"
2639,0,who wants 2 buy nicotine lozenges frum me!! all the high of a cigarette without the smoke!!!!!
2640,0,i think i like this seroquel stuff. pity i have to think.
2641,0,some girls are to depressed for nothing. bitch take cymbalta or something shit
2642,1,"3 red bulls, 2 vyvanse, no sleep = shit feeling"
2644,0,"@princessdolly85 off ivs for another 3 weeks for til tue til improve or ivs sooner :-/ hope cipro have helped, shame about no sun"
2645,0,i love getting drugged up in the institutions though. they'd give me my prescribed 200mg of seroquel and 2 capsules of benadryl. fuck yeah.
2646,1,"@missmazygg anxiety has been so high. but yeah, if your dosage is high its hard to come off. i had to detox from pristiq (its cousin drug)"
2647,1,i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin
2651,1,on a related note: tysabri causes weight gain. as does body pain/inability to exercise. sigh. #fuckms
2652,1,the nicotine beast has me firmly gripped in it's gnarled yellow claw. #resistanceisfutile
2654,1,"@midwesternwife i feel your pain, im allergic to penicillin, ammoxicillin, levaquin, doxycycline. it sucks"
2655,1,why do i not remember going to bed or waking up (the answer: probably seroquel)
2656,0,"all the same, forward spite of paxil medicamentation, high blown willpower and a divine breath hope to god in or:"
2657,0,gamma-aminobutyric acid acts as a neurotransmitter. it has slight stimulatory effects on the brain &amp; may help induce a state of calm. #gaba
2658,0,"taking effexor, drinking ice water, taking a cool shower right before bedtime and not drying my hair, and running the ceiling fan on high."
2659,0,one of the lower points in your life is when you realise you can't concentrate on revision without nicotine
2660,1,"depression hurts, cymbalta can help. jk. cymbalta doesn't do shit except put a gun in your hand"
2661,0,get some abreva and rub it on your cock b4 u use it next.  or take some avelox.
2662,1,i need help twitter. i was gradually coming off venlafaxine and now i'm completely off it i've been going though hell.
2663,1,"i'm sure this fluoxetine is making my illness worse, especially since i can't eat.."
2665,1,"rt @bipolarblogger: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie�"
2667,1,@thestomabaglady it was explained to me that all the anti-tnfs can bring out other issues. i had severe joint pain on humira &amp; remicaid
2668,1,i took 11 pills of geodon i was rushed to the hospital they had to stick a tube up my nose ugh never again i feel so bad today withdrawals.
2669,0,@etpc1  if they don't work for you try fexofenadine and talk to your doc in case of contraindications with paxil
2670,0,fluoxetine does sweet fuck all
2671,1,took 25 pills of lamictal cause that shit will fuck you up. yo eyes are outta focus and you can't walk straight but your happy as hell.
2673,1,cannot decide whether to take meds today. the #venlafaxine is wiping me out like the #citalopram did. i can't function on them. #day11
2675,0,my mood swings are getting worse and lamotrigine isn't helping at all.�
2676,1,thought of work is overwhelming me so much i feel like crying but can't because olanzapine has me trapped in a zombie state #strugglewithin
2678,1,i hate the low after the high on vyvanse
2679,0,prozac nation is v good even tho i'm on chapter one
2680,0,"@galaxiianxoxo depression hurts, cymbalta can help."
2681,1,@jakefletcha @becki_65roses cipro is real bad on your entire body!  take it from me (on disability since '09 thanks to just 12 pills).
2682,1,humira + thioguanine + preds = me have no immune lol.. thankgod i on anti biotics for a bit... then preds drop off #crohns
2683,1,they put me on cymbalta for my joint pain with hashis. now the pain is better but depression is worse. *sigh*
2684,1,gonna watch the sunrise.. vyvanse got me up. i have only slept about 2 hours in the past 48 hours. 150mg got me fucked up
2686,1,@mrsb_ldn i found it hard coming off venlafaxine. definitely agree that running helps: it's the only thing that has kept me drug-free. ever!
2687,1,"ran on an antibiotic this morning (having missed 4 days) and my legs ache like hell, not jsut the soft tissue either. levofloxacin is awful!"
2688,1,i can only get about 7-8 hours of sleep on my own. but i got at least 16 hours with seroquel. i now see how people can get addicted.
2689,0,"before taking humira you have to report to your doc whether youv'e had ""certain fungal infections."" uh huh...cuz that's not too vague."
2690,1,@zombie_girl_2 i tried that going cold turkey on venlafaxine and depakote is not a good idea i dreamt colours and lost my fucking mind aghh!
2692,1,he said he is 'slowly dying of starvation'. i don't want to be the one to say stop taking the aricept and namenda...
2693,0,"@simbukha hey sim! i never chat wth u via dis social netwek, r u great dou?@cypro"
2694,0,do you feel like kayvon is risking relationships with customers? is humira right to refund customers? @pizzapizzaltd #bethebosscanada
2695,1,"@mvrcivl vyvanse got me up like zombies.. xan's put me down, them bitches call me romney.. the way i steady clown #txfreestyle #barrdout"
2696,0,"and so it was decreed on this day in 2013, year of our lord that my first born shall be nameth cymbalta."
2697,0,�@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.� oops i hate bananas
2698,0,"@almostwell so many complications from one illness. have you had surgery in the past, and are you planning to start humira or similar drugs"
2699,0,can't seem to find an episode of intervention for all the drugs i got put on as a kid that i can't get off. huh wonder why- *paxil ad plays*
2700,0,"@theantimyth @crossfitchemist unexpected and potentially problematic-others like ciprofloxacin increase bc levels, causing more side effects"
2701,0,rt @dmpharmresearch: @nejm publishes exciting phiii trial results for #eliquis (apixaban) suggesting a hopeful alternative for vte  #isth20�
2702,1,@ctr1945 my mom used rivaroxaban and it gave her a terrible time with weakness and muscle pain.
2704,0,"@_pocketdynamo citalopram and quetiapine, not really withdrawal but my dose has been halved and i haven't got used to it yet:("
2705,1,im feeling so shitty. been out of prozac for four days:(((
2706,1,i should just start taking my prozac again so i can stfu and go numb and maybe i won't cry anymore cos i'll be too fucking lifeless
2708,1,"so glad i'm off #effexor, so sad it ruined my teeth. #tip please be carefull w/ taking #antideppresiva and read about it 1st! #venlafaxine"
