,type,tweet
666,0,"rt @diatribenews: dr john buse: most impressive at #2013ada victoza+degludec= -1.9% a1c reduction ""insulin on steroids"" bit of weight loss ?"
5,0,questionable x-ray result.  nothing a little levaquin won't help.  oh yeah and the cough meds with codeine.
822,1,"depression hurts, cymbalta can help? no way! i just took a nap for the first time in years probably and wowza! what sorcery is this?!"
1314,0,"lunch: carnita taco from new taqueria, chicken soup, ricola throat lozenge for dessert. clearly trying to add stomach issues to the mix. o_o"
1736,1,act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine
1868,0,"i wonder what gps would do if they had patients request 1x25mg seroquel (one off, harmless) just to see what it?s like for vets on meds."
980,1,life: fucked. mind: falling into a realm of utter disillusion.  thank the lord for #effexor contributing to it.
1126,0,it was #humira round 2 yesterday and all went well!
1189,1,"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"
486,0,levaquin sucks so much i'm coming off it. next up: cipro.   can't we just take the damned kidney out??? #oknotreally
1425,1,i can't secretly try and come off my olanzapine as my cpn and psychiatrist will notice the weight loss!
2068,0,@diabetesuk bit of advise please. i've stopped gliclazide but still taking metformin &amp; victoza. do i need to notify dvla &amp; ins co?  thanks
894,0,@ctsurgicalmum i just retweeted some cardiology news regarding dabigatran &amp; post af ablation to make u feel at home! lol
1851,1,"medication side-affects have hit me hard today: i keep on randomly jolting or rocking, it is so bad i am finding it hard to type! #seroquel"
606,1,"@_katball natural don't work for me, try 300mg of seroquel...you'll sleep for days, i have insomnia that's what they give me lol"
114,1,"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"
1792,1,"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn"
1866,1,only problem is i'm hungry. seroquel nation hunger :(
2120,1,i guess this is what i get for doubling my vyvanse #nosleep
1791,1,"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn"
628,1,@baybeecarrot  trazodone but you might have troubles waking up in the morning. 1/2 tablet is enough for a night i could give you 10 for 10$?
1872,1,"found out that it could be two months before i sleep well again now that i'm off seroquel. srsly, fuck the psychiatrist that put me on it."
1155,1,"@foggymelon @movmctov @the_scottymomma when i did humira for my crohn's it felt like acid, hubby had to shoot me up. made my lupus flare too"
1984,1,my tolerance for my trazodone goes up every few days??
1354,1,i can go without nicotine for a few day but by the time the third day comes around i want to rip out my teeth
1660,0,@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac. get me some bananas!! lol
1952,0,"effects of repeated dosing with mirtazapine, trazodone, or placebo on driving performance and cognitive function..."
664,0,@foodnetwork bravo for dumping dean. you won a new fan in me. no one needs her food as we can't afford the victoza and she gets it free!
77,1,"does anyone on #tysabri get flu iike symptoms, aches and pains, shivers a sweats i seem to get it about a week or so after i've had infusion"
29,1,i hate cipro! #antibiotic #nauseous #cf #hospitallife #cysticfibrosis
956,1,headache &amp; stomach ache. i'm never forgetting my effexor again.
702,0,dad walks in on me cutting open my vyvanse pill pours himself some wine and walks out
1000,1,@joanne__howe i'm good been on 25mg mtx for years then switched to leflunomide back mtx the other caused tummy trouble. why r u off enbrel
1022,1,@eesullivan i had allergic reaction from enbrel.
1134,0,"@jamieflear after bad side effects from remicade, i switched over to humira about 8 mo. ago and it's really helped me!"
1687,1,so apparently 60mgs of prozac will make you scared of eating gmo's and make you think you need to save the world! switching back to 40mgs!!!
891,0,@pueblokc cymbalta sounds like the princess in an 80's computer game.
667,0,rt @juliamoskin: #pauladeen may have been paid $6 million for her endorsement of victoza. drug maker suspends deal with deen --http://t.co/?
1461,1,"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine."
1169,1,"@crohns_twins that sucks. humira made me so sick. remicade helped a but, but then seizures put that out. now waiting, just prednisone now."
372,1,"the placebo week of birth control increases blood levels of lamictal, which in turn makes me a very cheerful insomniac."
944,1,"stomach discomfort, flushed, sweating, weird jaw, this stuff sucks #effexor #experiment"
818,0,@_mybitchsloveme: depression hurts. cymbalta can help.cracking the fuck up!!!!
1088,1,@tittuck i know it made me want to be sick every time i had it plus fluoxetine is the bigges bunch of shit ive been on worse than sertraline
578,1,"05.00 day 17 rivaroxaban diary. woken up by pain in neck, hips and legs."
2096,1,"when cute boys send you home with free drugs you say thank you, then stay up all night feeling like you have to poop. #vyvanse #daytimesleep"
943,1,"stomach discomfort, flushed, sweating, weird jaw, this stuff sucks #effexor #experiment"
1117,1,"@mesgreene i lost effectiveness on humira, and then methotrexate was added and it was like going back to starting the drug."
1338,1,i'm gonna make a list of drugs that give you mad crazy dreams. trazadone and metoprolol are at the top.
2126,1,vyvanse completely fucks up my sleep smh but i need it to study too
1729,1,think i'm going to test this quetiapine headache theory &amp; take some prn &amp; see if it goes away.
823,0,twitter induced depression ask ur dr if cymbalta is right fa u
608,1,"nb: not psychotic ;) seroquel used off-label for ptsd. ctl?d many sympts, helped sleep. but side fx - weight gain - caused terrible pain."
327,0,took 2 baclofen 10mg &amp; 1 ibuprofen 800mg &amp; now i'm laying flat on my back. #extremepain #cantgetcomfortable
793,0,the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?
668,1,so i ran out of victoza before payday &amp; restarted it yesterday.  bleh: nausea.  it did help me lose @ 10 lbs. but i found 3 when i ran out.
462,1,@amybadkin @kate24hrs_aday not to worry - just a bit of temporary fuzziness. i've been on humira since 2007 &amp; love it.
1207,1,@feltfedora &lt; i was on lamictal for a while (for other reasons) but i had to stop due to an allergic reaction.
1527,0,"@kath_in_oc yeah, maybe paxil isn't so bad, but never try it with zoloft. ::shudder::"
593,1,time to let this seroquel take me into some weird dimension and see crazy shit in my dreams. i was getting shot at by gangstas last night
941,1,upped my effexor dosage 5 days ago. sleep cycle and quality went to shit 4 days ago. i sense a correlation here...
176,1,"@tweetnomdeplume ssris were great for me for ages, not working as well now. thus seroquel.  i?m also on clonazepam, makes me sleepy too."
36,1,"i finally had an appetite, made food, gone. humira why won't you let me eat"
2051,0,"@goodbyesoberday they must lace bacon with venlafaxine, withdrawal from thus is supposedly as bad as illicit 'hard' drugs. good cheese too!"
70,1,adderall makes me vomit and vyvanse gives me migraines.. the struggle
572,1,03.25 day 13 rivaroxaban diary. neck ache and right shoulder ache. lower back pain.
555,1,"in other news, i've got my first weird side effect from quetiapine. numbness and tingling in my fingertips."
120,0,@simplyni @joe_schmuck @l82life @ezell_jenkins lol good ol anger management my pills are lamotrigine
2149,1,vyvanse evidently doesn't care about my bed time
1113,0,@ash_amo yes! been on it for years. that along with humira kept me symptom free for 2 years. good luck!
1676,0,@niccktee could use some prozac. ?
1982,1,dear lord how did i just now wake up? thank you trazodone for ruining my life.
954,1,day 6 cold turkey from effexor. i bellevue this pic adequately represents my descent into madness. or whatever. http://t.co/v7miglato6
1229,1,bloody dreadful nights sleep= joint pain. combination of sitting all day in training and full therapeutic dose of lamotrigine
1173,1,rt @ginarclark: personal frustration med's that work (humira) then wear-off even when taking mtx for anti-bodies. #rheum
2229,0,zoledronic acid linked to early increase in sclerostin levels  blya
2112,1,can't even enjoy this banana right now because of fuckin vyvanse what is life
1164,1,@mizbergy that's the hardest part: difficult to willingly self-inflict pain. #humira #rheum
1137,1,question: anyone on #humira experiencing urinary track infections frequently and never had before?
4,0,"time for my daily afternoon relaxation ritual of smoking weed, taking 2 mgs of clonazepam, and 400 mg of seroquel xr."
423,1,"@deltrimental effexor i found was not so bad. currently on cymbalta &amp;the wdrawals are vile. internet full of horror stories,"
1120,1,i'm loosing so much blood right now. humira is some scurry ish.
161,1,"13.08 day 13 rivaroxaban diary.  pracetamol has taken away most of the aches, but still have lower back ache and weak knees."
1235,1,"me : feeling fine, watching tv ... swiffer commercial #lamotrigine : lol lets make the bitch cry at this... a fucking swiffer commercial."
2218,1,this vyvanse got me sweating right now and i dont even know why
886,1,"cymbalta, you're driving me insane."
1084,1,@theonlywayisgay fluoxetine.  killed my libido stone dead.
811,1,cymbalta tore up our stress incontinence agreement first!  it?s like niagara falls when i cough.
1261,1,levaquin sucks. blinding headaches. vomiting. diarrhea.   time for my next dose.  happy weekend.   #tmi #fml
2138,1,"adderall puts me in a good mood, vyvanse makes me an asshole."
1066,1,my 3 favourite things about fluoxetine are: it doesnt work as an antidepressant. increases suicidal thoughts. it stops you from jizzing.
627,1,fuck you trazodone.  i didn't want or need to sleep for 11 hours.
1502,0,songs open with shout outs to paxil in between choked sobs. thirty full minutes of silence where no one could muster the effort to talk.
1702,0,got my new meds today. will give them a go &amp; see how i am. on quetiapine &amp; duloxetine. @kopite4everlfc
982,1,i suggest never stop taking effexor abruptly because you will feel like you're on your death bed
